card_id,user_id,card_type,issue_date
96,419,debit,2020-05-06
97,159,credit,2021-05-24
98,406,debit,2020-07-01
99,424,debit,2020-05-30
100,469,debit,2020-11-08
101,40,debit,2022-07-27
102,37,debit,2020-12-13
103,201,debit,2020-02-10
104,90,debit,2021-03-28
105,43,credit,2022-05-24
106,231,credit,2022-05-01
107,76,credit,2021-11-23
108,7,debit,2020-01-19
109,310,credit,2022-04-13
110,500,debit,2021-12-14
111,89,debit,2020-11-26
112,281,credit,2022-02-24
113,150,credit,2022-02-16
114,367,debit,2021-10-19
115,22,debit,2021-11-29
116,462,debit,2021-03-10
117,455,debit,2020-09-13
118,52,credit,2020-02-07
119,50,debit,2020-10-31
120,103,credit,2020-02-29
121,276,credit,2022-06-18
122,300,credit,2022-01-18
123,200,debit,2020-02-28
124,146,credit,2020-11-16
125,474,credit,2021-07-08
126,311,debit,2022-04-11
127,5,debit,2021-07-21
128,123,debit,2021-02-01
129,499,debit,2020-02-15
130,435,credit,2020-01-18
131,253,credit,2020-06-21
132,404,credit,2021-09-15
133,226,credit,2021-05-30
134,152,debit,2020-11-19
135,100,debit,2021-09-15
136,28,debit,2022-02-20
137,133,debit,2022-02-19
138,84,credit,2020-12-28
139,435,credit,2022-09-21
140,375,debit,2021-07-14
141,353,credit,2021-08-16
142,311,debit,2020-10-20
143,409,debit,2021-09-18
144,288,credit,2020-03-20
145,495,debit,2020-12-28
146,421,debit,2021-02-08
147,159,credit,2020-12-20
148,98,credit,2021-06-30
149,202,credit,2020-08-28
150,195,credit,2020-12-14
151,302,credit,2021-07-01
152,126,credit,2021-12-04
153,368,credit,2020-09-20
154,273,credit,2021-06-21
155,320,credit,2022-08-04
156,314,debit,2022-04-09
157,167,debit,2020-02-01
158,153,credit,2020-01-14
159,90,credit,2021-11-11
160,82,credit,2021-11-27
161,66,debit,2021-03-19
162,16,debit,2022-02-09
163,133,credit,2022-05-07
164,96,credit,2020-07-07
165,120,debit,2021-06-02
166,291,debit,2021-02-16
167,427,debit,2020-05-20
168,323,credit,2021-12-02
169,137,credit,2021-01-16
170,330,debit,2021-09-02
171,3,debit,2022-03-04
172,63,debit,2020-01-05
173,268,debit,2020-02-20
174,458,debit,2020-01-14
175,257,credit,2020-08-15
176,370,debit,2020-05-08
177,420,credit,2022-03-27
178,39,credit,2020-12-25
179,454,debit,2020-09-02
180,264,debit,2021-07-04
181,180,credit,2021-04-06
182,396,credit,2022-03-05
183,335,credit,2022-06-13
184,325,credit,2021-12-27
185,275,credit,2022-04-11
186,332,debit,2021-06-11
187,347,debit,2021-05-01
188,218,credit,2020-01-28
189,499,credit,2020-03-24
190,171,credit,2020-07-18
191,487,credit,2020-09-22
192,265,debit,2021-06-11
193,293,credit,2020-06-04
194,492,debit,2022-06-15
195,172,debit,2020-01-17
196,356,debit,2021-05-31
197,287,credit,2020-09-12
198,32,debit,2021-12-31
199,191,debit,2022-06-24
200,154,debit,2020-07-14
201,412,debit,2020-08-25
202,499,credit,2020-01-12
203,37,debit,2020-07-04
204,341,credit,2021-07-08
205,447,credit,2021-01-20
206,132,credit,2020-09-13
207,300,credit,2022-02-09
208,55,credit,2020-01-29
209,355,debit,2022-07-14
210,212,debit,2020-11-12
211,102,credit,2021-11-10
212,387,debit,2020-01-13
213,111,credit,2022-07-28
214,301,credit,2020-05-28
215,320,credit,2020-08-04
216,478,debit,2021-02-14
217,180,credit,2021-10-03
218,82,credit,2020-10-16
219,452,credit,2022-06-04
220,288,debit,2021-09-09
221,326,credit,2022-05-09
222,469,debit,2022-09-03
223,328,debit,2022-08-15
224,253,credit,2020-06-05
225,394,credit,2022-07-11
226,89,debit,2020-01-19
227,410,debit,2022-03-31
228,259,debit,2021-07-22
229,458,credit,2022-09-08
230,158,credit,2020-10-25
231,65,debit,2021-06-03
232,55,credit,2022-07-11
233,217,debit,2020-08-15
234,245,credit,2022-02-21
235,413,debit,2020-02-03
236,43,debit,2021-02-07
237,36,debit,2022-01-10
238,113,debit,2021-08-13
239,461,debit,2020-12-20
240,371,credit,2021-09-02
241,170,credit,2022-05-20
242,488,debit,2020-07-24
243,93,credit,2020-11-12
244,380,debit,2021-09-07
245,223,credit,2022-06-27
246,90,debit,2021-02-21
247,125,credit,2020-08-13
248,370,debit,2020-06-23
249,214,credit,2020-05-18
250,274,debit,2022-04-11
251,423,debit,2022-09-14
252,91,debit,2020-04-13
253,305,credit,2021-12-24
254,381,credit,2020-01-10
255,72,credit,2021-09-12
256,216,debit,2021-06-15
257,284,credit,2021-11-14
258,14,credit,2021-07-03
259,195,debit,2021-09-08
260,258,credit,2021-10-04
261,142,credit,2020-01-17
262,163,credit,2022-03-17
263,193,credit,2020-07-08
264,410,credit,2022-08-15
265,455,credit,2020-11-04
266,307,debit,2020-12-19
267,17,credit,2021-02-15
268,493,debit,2020-10-20
269,480,credit,2020-03-18
270,202,credit,2020-03-28
271,26,debit,2020-08-28
272,372,debit,2020-01-31
273,186,debit,2022-08-02
274,476,debit,2021-12-11
275,386,credit,2022-08-08
276,177,credit,2021-05-30
277,225,credit,2020-08-15
278,123,debit,2020-12-24
279,354,credit,2020-06-06
280,404,credit,2021-05-06
281,177,debit,2020-07-01
282,422,debit,2020-12-31
283,48,credit,2021-08-11
284,481,debit,2021-05-16
285,392,debit,2020-03-04
286,200,debit,2022-08-07
287,324,debit,2020-05-05
288,439,credit,2022-07-05
289,142,credit,2021-03-21
290,22,debit,2021-04-11
291,181,credit,2021-07-12
292,156,credit,2020-10-10
293,52,credit,2020-11-24
294,446,debit,2021-03-30
295,45,debit,2022-02-12
296,5,credit,2020-12-30
297,17,credit,2020-11-29
298,474,debit,2022-09-16
299,326,credit,2021-07-12
300,431,debit,2021-09-16
301,474,credit,2020-03-13
302,359,debit,2022-04-05
303,469,credit,2022-02-25
304,267,debit,2022-08-15
305,299,debit,2020-07-12
306,218,credit,2022-04-04
307,16,debit,2020-03-16
308,49,debit,2021-02-04
309,279,debit,2021-10-25
310,122,debit,2020-02-16
311,440,credit,2020-01-06
312,61,credit,2020-09-11
313,374,debit,2021-03-08
314,282,debit,2022-08-07
315,370,credit,2020-01-07
316,276,debit,2022-09-12
317,124,credit,2020-08-05
318,6,debit,2021-06-02
319,391,debit,2021-12-22
320,480,debit,2021-11-19
321,422,credit,2020-04-19
322,356,debit,2022-05-30
323,466,debit,2022-06-26
324,492,credit,2021-07-22
325,419,debit,2021-09-09
326,436,debit,2020-11-04
327,480,credit,2022-03-07
328,13,debit,2022-05-10
329,275,debit,2020-02-05
330,243,debit,2020-12-24
331,65,debit,2021-08-27
332,447,credit,2021-04-11
333,116,debit,2021-01-18
334,465,debit,2020-06-19
335,229,credit,2020-12-03
336,308,debit,2021-11-15
337,114,debit,2020-05-02
338,133,debit,2020-11-25
339,30,debit,2021-03-21
340,202,debit,2021-09-28
341,98,debit,2022-06-27
342,332,debit,2020-01-18
343,469,credit,2020-09-18
344,58,debit,2021-10-01
345,470,credit,2020-10-13
346,319,debit,2020-06-28
347,169,debit,2021-08-15
348,242,debit,2022-09-24
349,199,debit,2020-06-29
350,332,credit,2021-08-19
351,432,credit,2020-10-29
352,14,credit,2020-02-20
353,306,credit,2021-07-28
354,257,debit,2022-05-09
355,297,debit,2021-10-15
356,390,debit,2020-05-14
357,234,credit,2020-03-06
358,489,debit,2020-12-16
359,455,credit,2020-01-15
360,219,credit,2020-08-25
361,44,debit,2020-11-04
362,429,credit,2021-12-09
363,352,debit,2021-07-15
364,375,credit,2020-04-02
365,469,debit,2020-12-11
366,285,credit,2021-01-22
367,373,debit,2020-11-29
368,321,credit,2020-03-11
369,400,credit,2020-09-22
370,392,credit,2020-03-23
371,353,debit,2022-09-21
372,303,credit,2021-03-24
373,394,credit,2020-06-15
374,264,credit,2020-08-06
375,199,credit,2020-04-23
376,406,credit,2021-10-28
377,340,debit,2021-05-28
378,479,credit,2020-11-24
379,477,debit,2021-01-26
380,143,debit,2020-03-28
381,125,credit,2020-08-23
382,362,debit,2020-10-01
383,111,credit,2022-01-29
384,326,debit,2021-12-24
385,189,debit,2021-05-22
386,12,debit,2022-06-07
387,214,debit,2021-06-08
388,416,debit,2020-03-04
389,454,debit,2022-07-24
390,83,debit,2020-02-27
391,326,debit,2021-05-02
392,471,debit,2020-07-11
393,139,debit,2021-01-10
394,200,credit,2021-10-22
395,58,debit,2022-07-09
396,330,credit,2021-05-22
397,30,debit,2020-08-20
398,471,credit,2022-05-13
399,418,debit,2022-06-05
400,371,debit,2022-02-09
401,423,debit,2021-04-15
402,430,credit,2020-06-22
403,166,debit,2021-09-17
404,371,credit,2022-02-10
405,128,debit,2021-05-03
406,148,debit,2020-03-24
407,109,credit,2022-04-06
408,285,credit,2021-07-01
409,441,debit,2021-01-15
410,134,credit,2020-12-14
411,483,debit,2022-02-12
412,493,debit,2021-10-11
413,84,debit,2021-02-07
414,21,debit,2021-04-02
415,160,credit,2022-05-16
416,307,credit,2020-06-08
417,296,debit,2021-01-21
418,46,debit,2022-05-14
419,300,credit,2022-08-29
420,7,debit,2021-01-11
421,291,credit,2021-04-28
422,441,credit,2021-04-24
423,259,credit,2020-12-26
424,241,debit,2021-09-17
425,258,credit,2020-02-05
426,167,credit,2021-06-13
427,44,credit,2021-03-25
428,202,credit,2022-06-16
429,433,debit,2021-02-04
430,329,credit,2022-05-25
431,123,debit,2020-03-06
432,191,credit,2021-01-18
433,183,credit,2021-09-06
434,47,debit,2020-02-27
435,139,debit,2021-12-30
436,283,credit,2020-06-01
437,197,credit,2020-07-09
438,216,debit,2020-09-15
439,237,credit,2021-02-10
440,254,debit,2020-06-24
441,109,debit,2020-12-17
442,38,credit,2020-04-12
443,271,debit,2020-02-13
444,371,credit,2022-04-11
445,113,debit,2021-01-15
446,442,credit,2020-02-26
447,175,debit,2021-10-07
448,161,debit,2020-02-22
449,376,credit,2020-11-30
450,180,credit,2022-07-05
451,108,credit,2020-05-01
452,163,credit,2020-01-16
453,193,credit,2020-11-08
454,478,credit,2020-10-29
455,88,credit,2021-02-12
456,26,debit,2020-02-25
457,145,credit,2022-05-01
458,186,debit,2022-09-13
459,226,credit,2022-04-17
460,344,debit,2020-10-15
461,487,credit,2021-06-07
462,459,debit,2020-04-28
463,233,debit,2021-04-18
464,423,credit,2021-03-01
465,318,credit,2020-11-24
466,323,credit,2020-02-24
467,354,credit,2021-12-20
468,262,credit,2021-05-20
469,466,credit,2020-12-07
470,140,debit,2022-07-24
471,425,debit,2021-12-04
472,408,debit,2022-02-27
473,364,credit,2022-01-09
474,500,debit,2022-08-06
475,127,credit,2021-08-07
476,352,credit,2020-06-25
477,500,debit,2020-01-11
478,117,credit,2021-08-06
479,83,debit,2022-06-20
480,264,debit,2022-08-16
481,296,credit,2021-10-03
482,13,debit,2021-03-02
483,412,debit,2020-12-29
484,331,credit,2022-09-03
485,52,credit,2020-03-29
486,342,credit,2021-11-12
487,148,credit,2021-08-09
488,160,debit,2021-02-07
489,97,credit,2020-08-06
490,490,debit,2021-05-08
491,171,debit,2021-09-09
492,200,debit,2022-09-26
493,381,debit,2020-01-02
494,320,debit,2022-03-28
495,201,credit,2020-12-29
496,400,debit,2020-09-27
497,194,debit,2021-10-17
498,460,credit,2021-02-07
499,233,credit,2022-01-06
500,176,credit,2020-04-21
501,51,debit,2020-10-17
502,380,credit,2020-06-13
503,439,credit,2022-01-29
504,62,debit,2022-05-19
505,7,credit,2021-09-29
506,67,debit,2020-11-16
507,409,credit,2020-10-08
508,118,credit,2021-01-28
509,199,credit,2020-02-29
510,169,debit,2020-01-03
511,79,credit,2022-07-21
512,403,debit,2021-04-30
513,104,credit,2020-03-12
514,446,credit,2022-03-16
515,38,credit,2020-08-24
516,192,credit,2020-07-13
517,207,debit,2022-02-17
518,194,debit,2022-05-27
519,228,debit,2022-04-10
520,364,credit,2021-07-24
521,469,debit,2020-11-20
522,454,debit,2022-06-20
523,374,debit,2021-02-10
524,353,credit,2020-07-15
525,476,debit,2021-08-15
526,178,credit,2020-06-02
527,380,credit,2020-09-23
528,488,credit,2022-08-10
529,196,credit,2021-06-14
530,357,credit,2020-05-19
531,250,credit,2020-03-29
532,254,debit,2020-12-28
533,370,debit,2022-02-07
534,397,debit,2020-11-30
535,8,debit,2021-05-09
536,156,credit,2022-05-14
537,457,debit,2020-05-22
538,251,credit,2020-06-30
539,113,debit,2020-09-20
540,142,debit,2020-02-29
541,403,debit,2021-04-01
542,281,credit,2020-01-23
543,451,credit,2020-01-05
544,232,debit,2022-09-18
545,453,credit,2020-11-15
546,466,credit,2020-01-27
547,256,debit,2021-10-19
548,94,credit,2020-10-16
549,34,debit,2021-06-28
550,397,credit,2022-05-09
551,494,debit,2021-12-21
552,487,credit,2020-02-04
553,353,debit,2021-06-28
554,19,debit,2022-06-03
555,356,debit,2021-03-29
556,29,credit,2022-07-28
557,444,debit,2022-02-23
558,32,debit,2020-06-12
559,469,debit,2021-08-23
560,496,debit,2021-04-27
561,65,debit,2020-05-23
562,104,credit,2022-05-09
563,427,debit,2021-07-17
564,76,credit,2020-09-22
565,65,debit,2021-07-20
566,107,credit,2020-08-22
567,90,debit,2021-06-27
568,235,credit,2020-12-29
569,284,credit,2022-01-11
570,153,debit,2020-11-20
571,104,credit,2021-09-18
572,162,credit,2022-03-10
573,265,debit,2020-03-16
574,76,credit,2020-08-20
575,349,credit,2021-08-31
576,161,debit,2022-01-12
577,93,credit,2022-01-04
578,189,debit,2021-03-28
579,347,debit,2021-03-05
580,376,credit,2022-04-09
581,405,credit,2020-02-24
582,349,credit,2020-01-15
583,71,debit,2021-12-03
584,228,debit,2021-11-22
585,491,credit,2020-11-21
586,22,credit,2020-03-07
587,490,credit,2022-01-03
588,179,credit,2021-08-09
589,251,debit,2020-08-10
590,49,debit,2020-12-13
591,197,credit,2021-04-04
592,300,credit,2021-03-19
593,300,credit,2020-02-09
594,28,credit,2020-11-26
595,107,debit,2021-12-03
596,15,credit,2021-12-22
597,305,credit,2020-08-23
598,279,debit,2020-01-20
599,119,credit,2022-09-14
600,474,credit,2020-11-04
601,333,debit,2021-01-07
602,45,debit,2021-06-01
603,381,credit,2021-07-31
604,478,credit,2021-05-09
605,42,debit,2022-08-24
606,452,debit,2022-05-14
607,209,debit,2022-07-04
608,157,debit,2020-03-25
609,142,credit,2021-04-05
610,309,debit,2022-09-07
611,108,credit,2020-02-20
612,158,credit,2022-06-17
613,196,credit,2020-04-30
614,75,debit,2020-06-29
615,273,credit,2020-09-14
616,375,credit,2021-02-03
617,148,debit,2020-09-03
618,235,credit,2020-04-13
619,199,credit,2020-08-14
620,322,credit,2022-09-18
621,136,debit,2022-03-20
622,101,debit,2020-12-05
623,56,debit,2022-04-17
624,490,credit,2022-01-19
625,440,debit,2020-02-22
626,482,credit,2021-07-26
627,311,credit,2021-04-17
628,273,credit,2022-06-18
629,127,credit,2020-01-20
630,249,credit,2022-08-20
631,6,debit,2020-01-17
632,179,credit,2022-05-28
633,485,credit,2020-04-12
634,473,credit,2021-12-24
635,274,credit,2021-09-30
636,324,debit,2021-07-18
637,173,debit,2021-05-09
638,98,credit,2020-08-27
639,266,credit,2020-12-19
640,276,credit,2021-10-02
641,388,debit,2021-08-05
642,292,debit,2020-08-16
643,180,debit,2022-05-06
644,118,credit,2020-01-12
645,201,credit,2021-09-25
646,361,credit,2022-03-07
647,283,credit,2021-07-22
648,349,credit,2020-12-17
649,358,debit,2021-06-17
650,122,debit,2021-11-11
651,239,credit,2020-02-05
652,113,credit,2021-02-06
653,58,credit,2022-04-28
654,106,debit,2021-01-01
655,298,credit,2021-02-10
656,405,debit,2021-10-07
657,269,debit,2020-05-28
658,69,debit,2021-03-31
659,403,debit,2020-06-06
660,31,credit,2020-07-04
661,358,debit,2020-02-20
662,368,debit,2022-09-15
663,35,debit,2020-11-03
664,282,debit,2021-09-29
665,429,debit,2021-08-19
666,500,credit,2021-12-18
667,203,debit,2022-03-25
668,35,credit,2020-04-08
669,221,credit,2021-05-03
670,351,credit,2021-04-14
671,473,debit,2020-10-27
672,400,debit,2021-01-21
673,233,debit,2020-05-23
674,297,debit,2020-07-04
675,222,credit,2022-01-04
676,156,credit,2022-06-30
677,450,debit,2020-02-01
678,404,debit,2022-03-14
679,472,credit,2021-01-03
680,346,debit,2022-03-20
681,281,credit,2021-02-28
682,454,credit,2021-10-14
683,155,debit,2022-01-27
684,453,credit,2020-11-18
685,309,credit,2022-03-07
686,223,debit,2020-07-06
687,106,debit,2021-03-31
688,62,credit,2021-02-25
689,313,credit,2020-06-28
690,215,credit,2020-06-28
691,262,debit,2020-09-09
692,88,debit,2020-03-22
693,364,credit,2020-10-01
694,282,debit,2020-03-30
695,85,credit,2021-09-02
696,88,debit,2020-04-06
697,266,credit,2020-01-30
698,65,debit,2022-06-07
699,354,credit,2020-05-15
700,299,debit,2022-09-26
701,78,debit,2020-06-26
702,459,credit,2021-07-06
703,114,debit,2021-01-02
704,65,credit,2020-07-30
705,295,credit,2022-09-12
706,293,debit,2021-01-06
707,397,debit,2021-07-24
708,487,credit,2022-02-08
709,160,credit,2020-06-11
710,75,debit,2021-11-07
711,230,credit,2021-09-23
712,75,credit,2022-06-01
713,198,credit,2022-05-28
714,45,debit,2020-05-11
715,7,debit,2022-05-11
716,117,credit,2022-07-12
717,90,debit,2022-08-02
718,82,credit,2020-07-07
719,465,debit,2022-01-31
720,246,credit,2021-09-19
721,6,debit,2022-02-05
722,58,debit,2020-08-03
723,192,debit,2020-08-23
724,203,debit,2020-07-13
725,85,debit,2020-03-23
726,440,debit,2021-09-19
727,182,debit,2022-09-05
728,90,credit,2022-09-24
729,385,debit,2022-08-15
730,349,credit,2022-09-07
731,176,debit,2022-04-03
732,94,debit,2022-08-24
733,24,debit,2020-10-15
734,143,credit,2021-10-14
735,72,credit,2022-03-24
736,259,debit,2021-04-21
737,23,debit,2021-10-29
738,423,credit,2022-08-12
739,237,credit,2021-01-08
740,162,credit,2021-03-18
741,291,credit,2020-11-22
742,72,debit,2022-02-17
743,8,credit,2021-04-27
744,160,credit,2020-01-06
745,88,credit,2021-01-28
746,318,debit,2020-10-27
747,416,debit,2020-11-19
748,454,debit,2021-12-27
749,242,credit,2021-03-25
750,256,credit,2021-06-25
751,276,credit,2021-09-13
752,296,credit,2022-06-11
753,115,debit,2022-01-23
754,343,credit,2021-04-13
755,194,credit,2021-05-22
756,236,credit,2022-03-23
757,229,credit,2021-01-11
758,469,credit,2021-09-17
759,357,credit,2020-01-10
760,490,debit,2020-03-05
761,481,debit,2021-08-17
762,152,credit,2020-07-01
763,206,credit,2022-03-07
764,140,debit,2020-10-27
765,300,debit,2021-04-10
766,417,credit,2021-06-30
767,384,credit,2020-01-10
768,496,debit,2022-04-13
769,255,credit,2021-03-28
770,385,credit,2020-09-12
771,316,debit,2021-09-02
772,188,credit,2021-07-09
773,339,debit,2022-02-15
774,491,debit,2021-08-01
775,193,credit,2020-04-21
776,390,credit,2022-08-03
777,495,debit,2022-09-24
778,267,credit,2020-10-19
779,484,credit,2020-07-31
780,314,credit,2020-06-01
781,64,debit,2020-04-07
782,275,debit,2021-10-18
783,125,credit,2020-05-20
784,325,debit,2020-05-31
785,324,debit,2020-09-09
786,251,credit,2022-07-19
787,67,credit,2020-05-08
788,363,debit,2021-07-19
789,210,credit,2020-08-03
790,221,debit,2021-05-27
791,161,credit,2020-10-07
792,325,credit,2020-12-27
793,32,credit,2020-04-19
794,309,credit,2022-04-09
795,20,credit,2020-08-18
796,25,debit,2022-04-13
797,315,debit,2020-07-25
798,362,debit,2021-06-17
799,25,debit,2021-02-22
800,362,credit,2020-01-13
801,234,credit,2020-12-04
802,477,debit,2022-05-30
803,123,debit,2021-04-27
804,8,credit,2022-07-08
805,313,debit,2021-12-17
806,220,debit,2022-09-08
807,375,credit,2021-03-31
808,60,debit,2020-11-13
809,241,credit,2020-10-16
810,491,credit,2022-01-09
811,113,debit,2022-07-17
812,400,credit,2020-04-01
813,285,debit,2021-01-07
814,128,credit,2021-02-25
815,83,credit,2020-07-26
816,127,credit,2020-01-07
817,320,credit,2020-03-02
818,279,debit,2022-07-02
819,391,credit,2021-07-13
820,95,credit,2020-05-27
821,350,debit,2021-04-22
822,367,debit,2022-05-16
823,294,debit,2020-01-08
824,165,credit,2022-09-12
825,252,credit,2020-05-09
826,266,debit,2021-11-08
827,337,debit,2021-10-26
828,258,debit,2022-04-19
829,104,debit,2020-10-30
830,35,credit,2021-04-25
831,236,credit,2020-03-24
832,460,credit,2022-06-24
833,161,debit,2020-11-10
834,160,credit,2021-02-09
835,36,credit,2021-07-12
836,213,credit,2020-04-20
837,298,credit,2021-11-10
838,75,credit,2021-05-02
839,486,credit,2020-09-20
840,356,debit,2021-05-30
841,19,debit,2021-12-13
842,460,credit,2021-12-28
843,317,debit,2021-04-18
844,271,credit,2020-08-10
845,436,credit,2021-11-26
846,450,debit,2022-03-03
847,128,debit,2022-08-14
848,305,credit,2022-02-02
849,425,credit,2021-06-24
850,232,credit,2020-07-16
851,366,credit,2022-08-19
852,192,credit,2020-01-15
853,32,debit,2021-08-28
854,190,debit,2022-05-08
855,62,debit,2020-07-24
856,482,debit,2021-03-05
857,387,debit,2021-03-18
858,433,debit,2022-06-03
859,138,credit,2021-08-31
860,53,credit,2022-08-17
861,499,debit,2022-07-26
862,377,credit,2022-07-15
863,219,debit,2020-12-29
864,221,credit,2022-07-15
865,282,debit,2020-02-26
866,40,credit,2021-06-22
867,434,debit,2022-06-22
868,132,credit,2020-02-12
869,437,credit,2022-03-19
870,479,credit,2021-12-19
871,277,credit,2022-02-06
872,69,debit,2022-08-17
873,185,debit,2022-08-31
874,160,credit,2020-12-08
875,371,credit,2022-02-12
876,197,debit,2022-02-26
877,447,debit,2020-10-31
878,137,credit,2020-01-13
879,161,credit,2020-08-19
880,442,credit,2020-09-12
881,451,debit,2021-10-22
882,337,debit,2022-09-02
883,478,credit,2020-06-12
884,429,debit,2022-09-19
885,356,debit,2021-09-11
886,195,credit,2021-09-21
887,202,debit,2022-03-12
888,482,credit,2021-08-03
889,70,debit,2020-06-20
890,291,debit,2020-09-11
891,475,credit,2021-03-23
892,428,debit,2021-02-21
893,73,debit,2021-08-23
894,217,debit,2021-07-20
895,456,debit,2021-04-11
896,89,credit,2021-05-30
897,213,debit,2020-08-24
898,86,debit,2020-10-12
899,37,debit,2021-10-30
900,68,debit,2022-09-25
901,475,credit,2022-01-23
902,20,debit,2020-01-25
903,295,debit,2021-07-20
904,277,credit,2022-04-27
905,317,debit,2022-01-14
906,180,credit,2021-09-11
907,29,debit,2021-06-28
908,287,debit,2020-10-04
909,50,debit,2021-05-01
910,137,credit,2020-09-06
911,103,debit,2021-10-05
912,388,credit,2020-04-17
913,287,credit,2020-09-02
914,420,credit,2022-09-18
915,120,debit,2020-11-05
916,106,credit,2020-10-28
917,231,credit,2021-11-21
918,31,debit,2020-11-19
919,98,credit,2021-11-22
920,92,credit,2021-08-30
921,358,credit,2021-10-01
922,240,credit,2020-07-28
923,267,credit,2022-03-20
924,348,debit,2022-04-20
925,79,debit,2020-02-19
926,11,credit,2020-05-30
927,165,credit,2021-07-03
928,387,credit,2020-02-17
929,362,debit,2021-05-04
930,345,credit,2020-04-17
931,489,debit,2022-08-20
932,426,credit,2022-01-07
933,60,debit,2020-09-18
934,440,credit,2021-09-17
935,317,credit,2022-09-05
936,415,credit,2021-05-26
937,81,debit,2020-01-23
938,416,credit,2021-08-26
939,267,credit,2020-08-30
940,490,debit,2020-05-17
941,255,credit,2021-12-23
942,208,credit,2022-04-08
943,279,credit,2020-07-08
944,68,credit,2020-02-23
945,350,credit,2021-04-30
946,31,credit,2020-01-29
947,35,debit,2021-12-08
948,232,debit,2022-05-02
949,269,debit,2021-08-02
950,82,debit,2021-04-24
951,62,debit,2020-02-29
952,72,debit,2021-08-19
953,390,credit,2021-02-07
954,487,credit,2020-05-22
955,329,debit,2022-06-24
956,266,credit,2021-01-28
957,275,debit,2021-11-07
958,437,credit,2021-07-19
959,228,debit,2020-10-07
960,173,credit,2020-01-29
961,289,debit,2021-02-26
962,236,debit,2021-07-25
963,86,credit,2022-07-24
964,84,credit,2022-05-02
965,306,credit,2021-06-12
966,495,credit,2021-01-06
967,65,credit,2022-07-22
968,42,credit,2022-07-02
969,227,credit,2020-08-21
970,137,credit,2020-06-24
971,191,debit,2021-01-05
972,342,debit,2022-05-07
973,228,debit,2020-02-27
974,407,debit,2022-03-14
975,356,credit,2020-08-05
976,90,debit,2021-12-01
977,364,debit,2022-02-16
978,31,credit,2022-06-02
979,76,credit,2022-05-31
980,345,debit,2021-07-25
981,444,debit,2020-09-30
982,254,debit,2021-10-09
983,179,credit,2021-01-08
984,311,debit,2022-02-16
985,296,debit,2020-07-10
986,106,credit,2022-01-08
987,387,credit,2020-08-29
988,407,credit,2020-06-27
989,415,debit,2021-06-08
990,231,debit,2020-05-08
991,90,debit,2020-11-20
992,57,debit,2021-08-30
993,240,debit,2022-03-22
994,125,debit,2020-02-02
995,227,debit,2021-04-15
996,450,debit,2021-04-18
997,480,credit,2021-08-23
